昵称,性别,时间,点赞,评论,IP属地,二级评论条数,二级评论等级,uid,rpid
阿使徒徒,保密,2024-11-12 11:38:10,14,,江西,72,新鲜热乎的视频[星星眼],4,1615475945,246940305552
天道中华,男,2024-11-12 11:44:23,172,,广西,72,就像华为一样，四年后的麒麟芯片依然是顶流。子柒也一样，归来仍是顶流！[抱拳][抱拳],5,627173308,246940715808
白嫖党存在x,男,2024-11-12 11:48:09,18,,宁夏,72,两万多人看我靠,5,277660409,246941107776
愿你一直是少年,女,2024-11-12 12:00:42,4,,安徽,72,啊啊啊 我来了,6,24263238,246942195904
trouble666,保密,2024-11-12 12:12:36,11,,辽宁,72,回复 @若云僧伽吒 :还减什么啊，要我说五个五个的来，总有热乎的,5,33625896,246630942705
IIIam小姜,保密,2024-11-12 12:14:30,1,,广东,72,终于等到你了,5,229515936,246943372320
Levi599,保密,2024-11-12 12:20:12,17,,辽宁,72,大学的时候就在看子柒，现在孩子都九个月了，欢迎回来[打call][打call][打call][打call],5,290670408,246943853728
守望-仁,保密,2024-11-12 12:34:04,5,,河北,72,回复 @谁人扔的炮仗 :这就是平常人的世事无常。对于有些人可能不是事，对于普通人哎。。。。,6,418697241,246944788464
喜欢吃biabia,男,2024-11-12 12:34:19,0,,四川,72,已经是陈年老酒了[doge],5,353430567,246632554017
毕雅弟,男,2024-11-12 12:41:14,51,,贵州,72,我是团队之一，至少有50个存货够你们慢慢看啦,6,111066052,246633098977
68294277673_bili,保密,2024-11-12 12:42:56,0,,新疆,72,回复 @毕雅弟 :真假[doge],5,407388982,246633311169
橘子WI,男,2024-11-12 12:43:16,1,,四川,72,回复 @毕雅弟 :真的吗？每天都会更新吗？[宇宙机器人_我可以],5,383376975,246633191793
灺灺,保密,2024-11-12 13:02:31,0,,江苏,72,回复 @若云僧伽吒 :好幸福好幸福[大哭][爱心][爱心][爱心],5,520909124,246947293792
喜欢吃书皮呀i,男,2024-11-12 13:26:10,4,,湖北,72,你好，还在加班剪呢，别催！,5,372844872,246636760753
36595019711_bili,男,2024-11-12 13:32:31,1,,四川,72,现在李子柒又更新了,4,389736009,246949586256
静海掀起波澜,保密,2024-11-12 14:18:09,4,,四川,72,回复 @暮木冬 :上一次正儿八经更视频都是21年7月份，3年多了，太久了！！[大哭][大哭],6,94159300,246953700848
贝塔白白,保密,2024-11-12 14:44:31,4,,云南,72,回复 @毕雅弟 :那是真的厉害，一直没有中断拍摄,6,521662903,246956058064
夏城的Summer,男,2024-11-12 15:17:32,1,,湖北,72,终于等到你，终于等到你还好我没放弃,4,1003333769,246646163521
夏城的Summer,男,2024-11-12 15:18:26,2,,湖北,72,太不容易了，还是那么优秀阿！,4,1003333769,246646139681
归绍,保密,2024-11-12 15:29:54,3,,四川,72,回复 @天道中华 : 逆天，什么都能扯一嘴华为,5,515953707,246960048736
邀刀,男,2024-11-12 15:31:31,0,,内蒙古,72,欢迎回来！,6,13309722,246960183152
beyondsky111111,保密,2024-11-12 15:34:27,4,,四川,72,"回复 @毕雅弟 :真的吗 呜呜🥹,,爱子柒很多年[视频卫星],言语无法说出我的感动",5,38999862,246647603649
红旗耀眼全球,保密,2024-11-12 15:38:19,0,,广东,72,"[doge_金箍][doge_金箍][doge_金箍]？吗天少多零年少多利胜役战湖津长是天今道知你么那,powered by ikun_framework_v9527@f3jg5dl2",5,375490101,246960812880
丸子咖啡可乐,保密,2024-11-12 16:06:37,0,,重庆,72,回复 @毕雅弟 :真的吗，那可真是太棒了,4,35231507,246962922048
啊迷雾,保密,2024-11-12 16:38:20,0,,重庆,72,妥协了？,4,295927075,246652024769
深夜闪光灯,保密,2024-11-12 17:13:08,2,,广东,72,回复 @暮木冬 :笑死 好幸福,6,288648670,246653934289
A-chu,保密,2024-11-12 19:00:43,0,,广西,72,终于[大哭],6,512586227,246970468752
上班-哒咩,男,2024-11-13 00:37:55,0,,甘肃,72,回复 @暮木冬 :嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷[打call][打call][打call],6,104200962,246663664225
先逃离地球一阵,女,2024-11-13 01:43:35,0,,安徽,72,回复 @暮木冬 :看连续剧[doge][doge][doge],5,1003977410,246980666768
LF755755,保密,2024-11-13 03:34:04,1,,浙江,72,回复 @谁人扔的炮仗 : 猜测，应该是熬到合约到期了。。。,5,676525122,246987540224
吾大天帝,保密,2024-11-13 04:49:25,0,,福建,72,不是说，这个名字微念注册了不能用,2,1013385918,246993635920
是你宇子哥呀,保密,2024-11-13 04:52:06,0,,重庆,72,妈耶从来没收到过这么多赞，这影响力也是没谁了[笑哭],6,403754534,246993758944
叫达吾哥,保密,2024-11-13 05:12:24,4,,美国,72,两年时间一直在拜访备素材，因为李子柒的视频跨度非常大，有些需要几年时间，不是那些流水席视频,5,495145667,246680927201
初为遇见丶,男,2024-11-13 08:55:48,9,,湖南,72,刚看了新华社对她的采访 ， 她这三年拜访了100多位非遗传承人和手艺人，咱们有的视频看咯[给心心][给心心][给心心],6,71345326,247009527136
不读不回做回单机玩家,保密,2024-11-13 09:17:57,0,,黑龙江,72,真好啊，哈哈,5,385008404,247010871344
幻境天火,男,2024-11-13 09:22:36,0,,黑龙江,72,幸福的感觉！[星星眼][星星眼],6,331488797,246696164225
噜哦哦哦哦,保密,2024-11-13 09:35:53,0,,河南,72,成功上岸！,2,3493113618237459,246697006881
大辫子小公主,女,2024-11-13 10:54:44,1,,河南,72,等了好久好久，最开始每天都得看一遍，到搜一遍，然后就觉得你一定会回来的，终于等到你，还看了新华网你的直播采访很棒,4,408644036,247019203104
女萝卜liu,保密,2024-11-13 11:36:11,0,,重庆,72,环境没有以前漂亮了，多了一些城市化的东西！,4,1449569950,246706850689
虾扯蛋炒饭,保密,2024-11-13 13:05:25,0,,广西,72,回复 @若云僧伽吒 :请问，现在这女的是个人自营。还是还是以前那个吸血公司的旗下博主呢？,5,512925506,247030340512
云衲野人,保密,2024-11-13 15:44:12,0,,广东,72,回复 @暮木冬 :去拜访了100个非遗传承人。,2,3537117365930049,247044191616
吃什么补心,女,2024-11-13 17:15:24,1,,广东,72,把一件事从头到尾彻底做成功就是大事,4,667438632,247050218640
阿甘的表弟,男,2024-11-13 17:22:01,0,,广东,72,很遗憾，她不是美女，至少不是那种让我有欲望的女生。你帮我转告她，我可能不会爱她。,3,3493109331659030,247050515840
祝w年少有为,保密,2024-11-14 03:31:11,0,,四川,72,回复 @阿甘的表弟 :那你未免太有自信了,6,338234101,247070760784
哪有瑟瑟,保密,2024-11-14 09:48:41,0,,广东,72,回复 @谁人扔的炮仗 :肯定解决了，不解决不会发视频,2,1710765309,247097169632
上钩下回,保密,2024-11-14 10:29:42,0,,四川,72,你除了不会魔法，什么都会，用双手把自己变成了神话中的仙子。加油！！,3,3461569522436987,246781689025
忽然下雨,男,2024-11-14 13:23:13,0,,湖北,72,[星星眼],6,23640381,246795279777
阿呦阿呦呦呦呦,保密,2024-11-14 15:31:40,0,,湖南,72,回复 @暮木冬 :好奇视频是她自己拍的嘛还是公司[微笑],3,1399847910,247126137824
欧阳砚苏,保密,2024-11-14 23:28:34,0,,山东,72,回复 @天道中华 :别碰瓷华为好吗,5,703017440,247141792192
36269362189_bili,保密,2024-11-15 04:31:38,0,,广东,72,回复 @暮木冬 :是什么纠纷？,5,398326613,247159751296
空空稻草人,男,2024-11-15 05:06:21,0,,湖北,72,回复 @谁人扔的炮仗 :合同到期了而已,5,259667154,246841179169
落羽丰年,保密,2024-11-15 17:42:05,0,,陕西,72,欢迎回来欢迎回来,2,3546772945242248,247220455792
重离君,保密,2024-11-16 10:48:32,0,,陕西,72,回复 @暮木冬 :请问是啥纠纷啊,5,8248832,247275861792
小白不是兔呀,保密,2024-11-16 13:05:56,0,,广东,72,回复 @6个硬币的名字有点多 :p,3,2125810961,246961574865
暮木冬,男,2024-11-17 04:49:58,0,,山东,72,回复 @36269362189_bili :一两句说不清，你百度一下就知道了,6,194419361,247011446225
赏片奇遇记,男,2024-11-18 05:18:38,0,,广东,72,肯定还攒了不少好东西，细水长流,6,105616109,247427716992
bili_82715350056,保密,2024-11-22 16:40:21,0,,广东,72,回复 @吾大天帝 :李子柒最早用的这个名字，注册了也能拿回来，如果李子柒诉讼的话他们还要赔钱,5,696724913,247815463024
Hexflasher,男,2024-11-24 17:20:47,0,,江苏,72,回复 @天道中华 :后面一句没问题。麒麟芯片顶流？有点搞笑了,5,475425853,247641012737
红红红色的锦鲤,保密,2024-11-25 08:21:52,0,,广东,72,回复 @吾大天帝 :这个国家会出手，毕竟她在外网影响力很大，而且很多外国朋友喜欢[微笑],5,1597642346,248035496448
红红红色的锦鲤,保密,2024-11-25 08:23:25,0,,广东,72,回复 @吾大天帝 :而且李子柒螺丝粉那个招牌还是被微念用着，各退一步了属于是,5,1597642346,248035607536
退藏于密与民同患,保密,2024-12-15 04:23:02,0,,黑龙江,72,"韃畜就是冷兵器时代的产物，遇到列强就是割地赔款等死，印第安人就是韃畜的亲戚，大家都看得到，是被降维打击的料。汉人则比白皮更科学更追求学术，感谢伏羲女娲孔子等等的传承！未来有能力降维打击野蛮人的只有华夏汉人！,七个和蛋我信。科学证明“过去=现在=未来”，过去=未来，现在=未来，所以我们现在看到的盆地和七个和蛋就是未来七个热和下蛋的蛋坑！,伪汉化川彝反骨仔潜伏崽新土司毒瘤癌细胞在远古时代就经历过核战争，数以万亿吨当量的热核在盆地倾泄开花，俗称“地狱之花”！又名“彼岸花”！至今四川盆地善在，巨坑尚存！！举世瞩目，为镇暴辟邪的终局见证者！！哈哈。。。。。,,fgghh",2,3546793704949979,249298223057
东方小哥啊,男,2024-11-12 09:08:44,24100,子柒 是我啊 野食小哥 欢迎回来！！！熟悉的感觉都回来了[呲牙][呲牙][呲牙]有机会 咱们梦幻联动一下 回到七年前的时光,江苏,307,,6,3546581466876245,246928415040
一纯音一世界,保密,2024-11-12 09:14:28,82,,广西,307,期待[星星眼],6,434727301,246928820848
饕餮一口吞,男,2024-11-12 09:15:33,140,,贵州,307,你也加油，小哥,6,27239660,246617367649
一起爬山嘛骚年,保密,2024-11-12 09:18:36,29,,浙江,307,我等着,5,441720675,246617490849
花果山水帘洞毛猴子,保密,2024-11-12 09:24:54,801,,山东,307,都是浴火重生区up,5,605085931,246929602784
试试我的棍,保密,2024-11-12 09:26:48,34,,上海,307,连，必须连。,6,396038501,246929655872
在野-居士,男,2024-11-12 09:31:05,404,,广东,307,浴火重生区集合[笑哭],6,471896524,246929959584
一叶舟yui,保密,2024-11-12 09:32:43,21,,浙江,307,小哥加油！！！,5,513537437,246930146624
HanHa_,保密,2024-11-12 09:41:39,86,,贵州,307,天啊哥你也要活跃了吗[保卫萝卜_哇],5,21356362,246619098865
亚洲熬夜冠军,男,2024-11-12 10:06:10,33,,山东,307,你也别偷懒了。,5,400137428,246932729968
开皮卡的过山丘,保密,2024-11-12 10:11:51,74,,河北,307,画风不一样怎么办，美女与（       ）[doge],6,36328142,246933062464
豆包儿还是茫茫,女,2024-11-12 10:21:15,7,,日本,307,期待一下,6,25860142,246933751968
史坎布雷的车夫,保密,2024-11-12 10:25:32,5,,福建,307,加油,6,499345138,246934330272
杨枝甘露有点咸啊,女,2024-11-12 10:45:38,33,,江西,307,你为什么叫现在的名字了,5,365845510,246935933728
allansuen,男,2024-11-12 10:47:43,128,,河南,307,回复 @杨枝甘露有点咸啊 :跟mcn闹掰了,6,327846375,246624205521
灰色风衣大魔头,保密,2024-11-12 10:59:48,7,,河南,307,期待！,6,30787479,246625118801
达卡崩拉,保密,2024-11-12 11:43:33,9,,四川,307,可以可以  你也继续,6,2999307,246940830208
李子柒,女,2024-11-12 12:01:27,3430,,四川,307,野食小哥你好啊，好久不见！,6,19577966,246630118913
晨曦漠寂,保密,2024-11-12 12:01:40,74,,湖南,307,回复 @李子柒 :捉,5,673778471,246630125665
晨曦漠寂,保密,2024-11-12 12:01:47,31,,湖南,307,回复 @李子柒 :[doge],5,673778471,246629992945
尐尐森林,保密,2024-11-12 12:01:50,14,,四川,307,回复 @李子柒 :捉,6,253020675,246630057473
旅行琴蛙,保密,2024-11-12 12:01:51,12,,河北,307,回复 @李子柒 :活捉o(≧v≦)o,5,381850024,246942226384
明月丶唯我心,男,2024-11-12 12:01:57,8,,河南,307,回复 @李子柒 :哇真的啊[大哭],4,3546563769010205,246942274208
不如吃茶去VAEvae,男,2024-11-12 12:02:01,15,,江苏,307,回复 @李子柒 :啊啊啊姐姐，终于回来啦[星星眼][星星眼][给心心][给心心][给心心],4,1285197100,246942276144
南心影,保密,2024-11-12 12:02:02,5,,湖南,307,回复 @李子柒 :抓捕[doge],5,361215708,246942276688
特殊石头,男,2024-11-12 12:02:06,4,,安徽,307,回复 @李子柒 :welcome back,6,282572,246630139121
橘冉ouo,保密,2024-11-12 12:13:35,4,,吉林,307,回复 @李子柒 :捉[吃瓜][吃瓜],4,700536577,246631053665
聆听风de律动,保密,2024-11-12 12:14:23,443,,广东,307,回复 @李子柒 :好温柔呀，好像凝固的时间在这一刻才开始流动,6,9079161,246631010497
核桃果干,保密,2024-11-12 12:18:26,59,,浙江,307,哈哈，当初经常刷的就是你们两个的视频了,6,8990145,246943571024
四叶草的bili,保密,2024-11-12 12:18:53,45,,辽宁,307,看得出小哥真开心呀，都回来了！,6,789431,246943519680
霖唔到咩昵称,女,2024-11-12 12:19:22,2,,江西,307,回复 @李子柒 : 抓,6,209289078,246631408177
bili_44270624364,保密,2024-11-12 12:19:37,2,,四川,307,回复 @李子柒 :嗨,4,1854010403,246943766048
Corleone_Joan,男,2024-11-12 12:19:43,1,,广东,307,回复 @李子柒 :捉,5,488175927,246943700400
疯一样的少年往事,保密,2024-11-12 12:19:51,76,,浙江,307,这个赛道沉寂了两年，扛旗的回来了，又要火起来了 。,5,432691875,246631484497
金仙修高,保密,2024-11-12 12:21:16,79,,山东,307,旧世界的残党，登临新世界的王座[doge_金箍],5,359106369,246631606785
织梦者一号,保密,2024-11-12 12:35:55,4,,山东,307,回复 @李子柒 :好久不见啊一直都担心你,6,391987950,246632697441
不知道是谁想晚睡,保密,2024-11-12 12:36:49,1,,广东,307,好久不见～,5,1152210320,246945084432
洛尘_lc,男,2024-11-12 12:37:01,2,,湖北,307,你怎么名字改了,5,10687562,246632783713
低温蜡烛,男,2024-11-12 12:38:33,0,,湖北,307,[笑哭][笑哭][笑哭][笑哭],5,250679197,246632936833
安安静静撸个串,男,2024-11-12 12:41:36,34,,浙江,307,回复 @李子柒 : [doge_金箍]你停更到复出，野食小哥都会说话了!,6,2069632,246945474640
哈牛深深,保密,2024-11-12 12:43:02,0,,四川,307,先一键三连再看,5,261265814,246945512768
寡人_有疾,女,2024-11-12 12:43:42,0,,四川,307,一把子期待住了[星星眼][星星眼][星星眼],6,12796284,246633335633
leo霖,保密,2024-11-12 12:44:34,1,,北京,307,回复 @李子柒 :活捉子柒姐姐,5,17651634,246945713424
花花花花我们去哪里鸭,保密,2024-11-12 12:45:06,1,,湖南,307,啊？野食居然改名了，我才知道！,5,514471356,246633467281
喂滋娟娟,保密,2024-11-12 12:45:29,0,,湖北,307,居然七年了,6,90901868,246633477553
逗腐_,女,2024-11-12 12:51:21,0,,山东,307,哇，小哥啊，呜呜呜,5,1288167369,246633894113
乔一88,男,2024-11-12 12:52:12,1,,贵州,307,回复 @李子柒 :抓[脱单doge],5,321563740,246946341712
胡在在同学,保密,2024-11-12 12:58:12,0,,安徽,307,哇,6,42963404,246946840672
马歇尔计划TT,男,2024-11-12 12:58:50,0,,上海,307,还真是,6,123672304,246946860176
再也不吸雪碧了,女,2024-11-12 12:59:24,1,,山东,307,什么时候换号的，竟然不知道,6,46777910,246634643585
焖面放蒜,保密,2024-11-12 13:04:17,0,,山东,307,回复 @尐尐森林 :活捉真人,4,491597170,246634946449
太行学道,保密,2024-11-12 13:05:40,3,,山东,307,一个时代的终结与重生。,2,1431379654,246635133041
无限大的亚古兽v,保密,2024-11-12 13:07:19,1,,四川,307,关住了,6,104073831,246947684672
Marcus·,保密,2024-11-12 13:08:23,3,,新疆,307,你大号呢？？,6,6423353,246635367665
螺蛳粉小崽子,男,2024-11-12 13:09:30,0,,江苏,307,期待🤩,5,90331129,246947752864
长颈鹿的角叫长颈鹿角,男,2024-11-12 13:11:52,6,,山东,307,有些🐔只能留在回忆里🥹,6,145042771,246635506097
馨馨贝贝,保密,2024-11-12 13:15:11,0,,四川,307,小哥加油💪,5,69940397,246635937457
刀客特宅,保密,2024-11-12 13:20:04,0,,湖北,307,孤独的人总是晚归家，但这一次，我想带你回家  今晚又重温了你这个视频,4,3493141007042741,246948690208
c明镜丶止水,保密,2024-11-12 13:20:11,0,,贵州,307,回复 @开皮卡的过山丘 :财主家的傻子[doge],6,19969717,246948722208
星荷云间敛,保密,2024-11-12 13:20:37,4,,广西,307,子柒回来啦！！！！我宣布今天我是最幸福的小孩！！！！！！[给心心][给心心][给心心],5,481066937,246948811568
狂风杀戮,男,2024-11-12 13:20:55,1,,广东,307,回复 @李子柒 :捉住,6,265462593,246636343505
stc17,保密,2024-11-12 13:21:21,0,,广东,307,哎哟，开口说话了啊！,5,17708103,246948758192
潮州吳彦祖,男,2024-11-12 13:26:39,1,,江苏,307,涅槃区,5,288081038,246949281184
CM李穆清,保密,2024-11-12 13:26:54,0,,河南,307,不是，你不是哑巴吗[doge_金箍],5,392569073,246636809761
确实坏,男,2024-11-12 13:27:29,0,,海南,307,7年,6,451448935,246949301392
挑喵Pickcat,保密,2024-11-12 13:29:00,1,,山东,307,回复 @李子柒 :捉,5,1777897626,246949470832
